investor_uuid,permalink,name,entity_def_id,investor_type,investment_count,website
025b7589-2ad6-4508-8b28-f8915462aef5,channel-mark-investments,Channel Mark Investments,organization,venture_capital,,http://www.channelmark.com/
3718597a-dd39-6661-3630-09cdd43bcac2,techstars,Techstars,organization,"accelerator,venture_capital",,https://www.techstars.com
7654ff51-f435-7610-d965-19ced655b2d1,7-percent,7percent Ventures,organization,"micro_vc,venture_capital",,https://www.7pc.vc/
ee2505d5-a8d2-4c13-bc72-de88cab636b3,anil-daryani-36b3,Anil Daryani,person,angel_investor,,
0695058d-3934-7e6b-d4d6-aca44e1b93ca,bjoern-zinssmeister,Bjoern Zinssmeister,person,angel_investor,,
61ef9a31-f184-6c4c-0325-c8ec0ba4dcdf,david-stephen-kidder,David S. Kidder,person,angel_investor,,
abd201eb-ae5a-4d66-85a1-59852914c386,joshua-forman-c386,Joshua Forman,person,angel_investor,,
2f0b630c-e5be-46f0-953f-1cf4c2c1a441,on-deck-a441,On Deck,organization,accelerator,,http://beondeck.com/
a4af56b9-4f9c-4f0e-ae9e-4d1dffe72d44,pareto-holdings,Pareto Holdings,organization,venture_capital,,https://www.pareto20.com/
07e6bdd2-3a6d-1430-af75-c264e3a86404,tobi-knaup,Tobi Knaup,person,angel_investor,,
727aef73-fb70-4d17-b502-55dd7c2597d7,yoeri-dassen,Yoeri Dassen,person,angel_investor,,
34a9bb66-0984-8de0-e7fb-13e976b4a135,general-catalyst-partners,General Catalyst,organization,venture_capital,,http://www.generalcatalyst.com
02f59f0c-f60f-4de2-bc1f-ee8ca615637c,g-squared-2,G Squared,organization,"secondary_purchaser,venture_capital",,http://gsquared.com
8fdec789-21e1-450d-af71-1b1f7e8d001e,mindrock-capital,Mindrock Capital,organization,"family_investment_office,venture_capital",,https://mindrock.vc
edcfb779-b413-e4e0-98e2-386cfc9dd305,qd-ventures,QD Ventures,organization,venture_capital,,http://www.qdventures.com/
cb34ae5d-fe57-463f-85b5-a6fee52f32dd,veligera-capital,Veligera Capital,organization,venture_capital,,https://veligera.com/
6c3fdb81-9b38-726d-1ed5-f46c563aa5f4,allianz,Allianz,organization,,,https://www.allianz.com/
5b3e7112-5476-9095-df35-119306cf5aa7,ebrands-vc,eBrands,organization,venture_capital,,https://www.eBrands.co
3c62db15-4db8-016a-145e-dd1a06d168e2,google-ventures,Google Ventures,organization,"corporate_venture_capital,venture_capital",,http://www.gv.com
ff4dac03-cf4e-80bb-508b-b2e17f8099c0,inventure-partners,Inventure Partners,organization,venture_capital,,https://inventurepartners.com
2d71a8b5-8028-4905-be3e-866b72a3e5e4,digital-horizon,Launchbay Capital,organization,venture_capital,,https://launchbaycapital.com
8522a0e8-ae31-22f7-bc76-42d0d76eecfe,ourcrowd,OurCrowd,organization,venture_capital,,http://www.ourcrowd.com
b0b55a49-fc2d-453f-ad53-1de621f4cb6a,silverbacks-holdings,Silverbacks Holdings,organization,venture_capital,,https://silverbacks.holdings
1a410398-3a72-5882-99b8-6318cf594850,softbank,SoftBank,organization,investment_bank,,https://group.softbank
85960076-7ede-7ff7-6fd3-ff261aff41ab,thrive-capital,Thrive Capital,organization,"incubator,private_equity_firm,venture_capital",,http://thrivecap.com
e0e3fe19-1ccb-48cd-9bce-75d5e71960f2,champel-capital,Champel Capital,organization,venture_capital,,https://champelcapital.com/
ed3cf4ed-3117-0977-0aeb-adf4a6105e15,aleph-vc,Aleph,organization,venture_capital,,http://aleph.vc
4576615a-b217-4e70-8c5a-2d766b6c7bdf,sequoia-capital-israel,Sequoia Capital Israel,organization,venture_capital,,https://www.sequoiacap.com/israel/
eb5b0d40-2e5a-b14e-a482-5e745fc9d9b9,sound-ventures,Sound Ventures,organization,venture_capital,,https://www.soundventures.com
48a14cf3-e977-5c90-a640-ccc04e7f224e,tusk-ventures,Tusk Venture Partners,organization,venture_capital,,http://tusk.vc
3d180642-51d3-6949-6ca5-7b9cf94a29df,allianz-x,Allianz X,organization,corporate_venture_capital,,https://www.allianzx.com
4c781fa4-aa4e-4bb9-9b08-3bf5d05d26f4,counterpart-advisors-venture-capitalist-llc,Counterpart Advisors,organization,"family_investment_office,private_equity_firm,venture_capital",,http://counterpartadvisors.com
5cbd4d01-106c-a231-3b30-92c3166ae0c0,generation-ventures,Generation Ventures,organization,venture_capital,,https://www.generationvc.com/
8ec908c8-473b-1d39-23c6-6f06317647e1,xl-innovate,XL Innovate,organization,venture_capital,,https://media.xlinnovate.com
f2332abf-15c1-0213-9059-cc9714166bc7,expansion-venture-capital,Expansion Venture Capital,organization,"micro_vc,venture_capital",,http://www.ExpansionVC.com
02ac6de6-4c31-3265-eb61-4d210ce0bd1c,silver-lake-waterman,Silver Lake Waterman,organization,"private_equity_firm,venture_capital",,https://www.silverlake.com/strategies/waterman
ca770ff6-5fec-0c77-4785-8b0fa96832e1,dfj-growth,DFJ Growth,organization,"private_equity_firm,venture_capital",,http://dfjgrowth.com
f4054ae0-d294-50c2-37cf-539e3c0a8009,georgian-partners,Georgian,organization,"private_equity_firm,venture_capital",,https://georgian.io
a2edd158-7742-1f1c-82ff-ac55e4458d26,harmony-partners,Harmony Partners,organization,venture_capital,,http://www.harmonyvp.com
3891710d-35af-4c5e-8a87-8d438e350494,newview-capital,NewView Capital,organization,"private_equity_firm,secondary_purchaser,venture_capital",,https://nvc.vc
47b84763-9727-7cdf-b194-2742e3963147,new-enterprise-associates,New Enterprise Associates,organization,venture_capital,,http://www.nea.com
27197379-183c-9978-6261-4e16ca04696f,prabhu-goel,Prabhu Goel,person,angel_investor,,
a7230df6-a8f4-4230-ba02-8c795427276c,epic-angels,Epic Angels,organization,"accelerator,angel_group",,https://epicangelnetwork.com/
e6db3b05-0047-0b60-5292-51b17e0be59d,iifl,IIFL Finance,organization,"investment_bank,venture_debt",,https://www.iifl.com
8424ffb3-0b35-972e-4bdd-bf57bb2d9168,lead-angels,Lead Invest,organization,angel_group,,https://leadinvest.in/
eb56f9c6-b0ad-4fd3-bca5-b01801bec883,the-players-fund,The Players Fund,organization,venture_capital,,https://www.playersfund.vc
7a4d1a2d-c4e9-8fd5-901f-cd6a95d43fba,venturecatalysts,Venture Catalysts,organization,"incubator,venture_capital",,http://venturecatalysts.in
5dccc157-3b73-47a2-99ec-74efee967192,google-for-startups-women-founders-fund,Google for Startups Women Founders Fund,organization,entrepreneurship_program,,https://startup.google.com/programs/women-founders-fund/APAC
292bfeba-5df5-fb4c-110a-8343bed5876a,akriti-chopra,Akriti Chopra,person,angel_investor,,
3033bb51-7bed-3f55-e40a-3f2db853c774,amrish-rau,Amrish Rau,person,angel_investor,,
a7ab8913-c51a-71f9-ffda-8d069f05b3b9,arun-seth,Arun Seth,person,angel_investor,,
23b8aa7b-ee10-40cc-942b-72ab43b74847,bryan-tan-4847,Bryan Tan,person,angel_investor,,
2ea0b3d3-96db-69be-7db8-62bd2a8e0864,caesar-sengupta,Caesar Sengupta,person,angel_investor,,
99d593fa-1e00-4638-a926-1a02513e084e,gaurav-girotra-084e,Gaurav Girotra,person,angel_investor,,
9076f4e8-b895-4374-a8e6-a07f2266dbf8,karan-khara-dbf8,Karan Khara,person,angel_investor,,
2b9e6874-62a1-675c-94e0-52223766ffb8,pankaj-chaddah,Pankaj Chaddah,person,angel_investor,,
d6f75178-7323-4345-b57a-6a7ac6791f40,pushpendra-singh-1f40,Pushpendra Singh,person,angel_investor,,
7576df52-48b5-41cb-9493-dbb3d8c3a023,qed-innovation-labs,QED Innovation Labs,organization,venture_capital,,
473d64c4-d7b5-4853-bb98-d71392bdf6df,three-state-capital,Three State capital,organization,venture_capital,,
4330106a-a1f5-2edb-c71e-ff03738d0b54,skydeck-berkeley,SkyDeck Berkeley,organization,accelerator,,https://skydeck.berkeley.edu/
476da071-47a4-4102-85a1-bdc514f4af27,new-age-ventures,New Age Ventures,organization,"angel_group,family_investment_office,venture_capital",,http://www.newageventures.net
a61dea74-d953-4958-a885-b35c753e957b,ascend-venture-capital,Ascend Venture Capital,organization,venture_capital,,https://www.ascendstl.com/
0ce5d61a-cc36-46dc-94e2-8d26a6df13dc,kathryn-stewart-13dc,Kathryn Stewart,person,angel_investor,,
b282b5e5-34e5-436c-9a95-db5ef6ab4d24,pan-group-australia,PAN Group Australia,organization,venture_capital,,http://paneffect.co
a03b1f1c-4215-a3c0-93e1-6b1207503b1f,quake-capital-partners,Quake Capital Partners,organization,"accelerator,micro_vc,venture_capital",,http://www.quakecapital.com
901c3ad2-30a6-a5ce-61be-d45810cb515a,in-q-tel,IQT,organization,"accelerator,government_office",,https://www.iqt.org
466515f3-f84f-6afc-b3cf-3b812dfa0126,ftv-capital,FTV Capital,organization,private_equity_firm,,http://www.ftvcapital.com
63e52b66-b298-edd1-6055-c7e712933c6e,globespan-capital-partners,Globespan Capital Partners,organization,venture_capital,,http://www.globespancapital.com
5a4e0209-cfcb-0903-3bcc-d54a2951f56b,imlay-investments,Imlay Investments,organization,venture_capital,,http://theimlayfoundation.org
0e09f1a3-ab17-d2d6-80a4-4425f38e4078,matrix-partners,Matrix,organization,venture_capital,,https://www.matrix.vc
8ca0a6a5-15ba-2e62-3d45-eac4cb4d41de,sigma-partners,Sigma Partners,organization,venture_capital,,http://www.sigmapartners.com
da1bd70a-5539-479c-b7b3-a62331b8b2bf,blacksheep-ventures,BlackSheep Ventures,organization,"private_equity_firm,venture_capital",,https://www.blacksheep.ventures/
db1f67a1-078f-4323-ae65-0f33191cd8a2,finint-partners-srl,Finint Investments,organization,private_equity_firm,,https://www.finintinvestments.com/it
3b2c6043-142e-453c-8087-cb94ae0ddd53,acme-capital,ACME Capital,organization,venture_capital,,https://www.acme.vc/
fe5a4983-a46a-2fc2-5633-e35e0a86b694,khosla-ventures,Khosla Ventures,organization,venture_capital,,http://www.khoslaventures.com
541d6f2b-8fe6-df2a-6d12-28d5c569385c,phil-libin,Phil Libin,person,angel_investor,,
0f175bf6-8657-f9de-693a-fba98fbb557f,richard-socher,Richard Socher,person,angel_investor,,
ae6e4fc3-394e-901c-573c-0ddce81c0a0f,ludlow-ventures-llc,Ludlow Ventures,organization,venture_capital,,http://www.ludlowventures.com
f2ff09b3-343c-67b1-2469-6ab0cfed43b9,shervin-pishevar,Shervin Pishevar,person,angel_investor,,
73633ee4-ea65-2967-6c5d-9b5fec7d2d5e,y-combinator,Y Combinator,organization,accelerator,,http://www.ycombinator.com
2d98d7ff-92a1-e973-9347-8ca21de3e461,justin-waldron,Justin Waldron,person,angel_investor,,
40980b68-cb82-f0d6-944c-1e4ff1c1621a,zillionize,Zillionize,organization,"angel_group,venture_capital",,https://www.zillionize.com/
1b877415-ab62-601a-c5d2-703e83c2f961,sos-international-llc-2,SOS International,organization,,,http://www.sosi.com
9391eef8-5161-48fa-4384-531146354639,chris-sacca,Chris Sacca,person,angel_investor,,
ebed215f-a7ba-4019-aa21-ad34f4a77cc9,32-ventures,32 Ventures,organization,venture_capital,,http://32advisors.com/32ventures/
55034cb2-0093-d27a-998b-8892bbdc7f7f,higher-ground-labs,Higher Ground Labs,organization,micro_vc,,https://www.highergroundlabs.com/
604ffd67-1914-29b3-3632-661d072b0b3b,john-johnson,John Johnson,person,angel_investor,,
2615bdc5-ee6f-40aa-98de-88550a6c0703,mark-jablonowski,Mark Jablonowski,person,angel_investor,,
7702e922-62aa-d168-e5e5-bfb94556ca76,new-media-ventures,New Media Ventures,organization,venture_capital,,http://www.newmediaventures.org
564bdcf3-8bf7-4040-dac2-072af3e72e6f,paul-buchheit,Paul Buchheit,person,angel_investor,,
ae80bb9e-6cd9-6592-8425-0ae3dcd694c0,reed-hundt,Reed Hundt,person,angel_investor,,
2b961ce6-ab43-40a8-8905-d072efa3bb03,tyler-walters,Tyler Walters,person,angel_investor,,
41da05dc-ebb2-ef0c-bf5b-78c783fc8494,evolution-corporate-advisors-2,Evolution VC Partners,organization,venture_capital,,http://www.evolutionvcp.com
66b98ab3-da64-5fea-ef0b-d2ab35f33b33,riverpark-ventures,RiverPark Ventures,organization,venture_capital,,https://riverparkvc.com/
2c3f01ba-ae17-7382-b1bd-43580258b955,sand-hill-angels,Sand Hill Angels,organization,angel_group,,http://www.sandhillangels.com
57d0ecc8-9033-b666-5350-f47a8d91e961,mason-ng,Mason Ng,person,angel_investor,,
b5175646-b8e0-cce8-0917-c33ec2180c27,hackquarters-startup-launchpad,Hackquarters,organization,"accelerator,corporate_venture_capital,startup_competition",,http://www.hackquarters.co
a4a27d9e-8132-42d8-92ff-f9568ecb9b78,d-squared-capital-9b78,D Squared Capital,organization,venture_capital,,https://www.dsquaredcap.com/
64b0979a-d9be-473d-888c-117a51d24702,marbruck,Marbruck,organization,venture_capital,,http://marbruck.com/
00d01583-49bc-c1d3-7340-b711cac44098,richard-gati,Richard Gati,person,angel_investor,,
e8487396-f60c-25f1-2bb5-bfcb4e0f4b66,alumni-ventures-group,Alumni Ventures,organization,"angel_group,micro_vc,venture_capital",,http://www.av.vc
7a42b564-4bb6-5864-6cdb-a0100008f3b3,battery-ventures,Battery Ventures,organization,venture_capital,,http://www.battery.com
ee099dbe-1e30-4219-89fd-5b6289e8f13c,harmonic-growth-partners,Harmonic Growth Partners,organization,venture_capital,,https://www.harmonicgp.com
d07de277-455b-45f2-8c2d-95d9f2ed3f0b,operator-collective,Operator Collective,organization,venture_capital,,https://operatorcollective.com
d5002f1e-ed0d-2ac7-6831-69731c8ad8e1,primary-venture-partners,Primary Venture Partners,organization,venture_capital,,http://www.primary.vc
b1970d0a-7708-4abc-a6a9-7c8341842ac3,success-venture-partners,Success Venture Partners,organization,venture_capital,,https://successvp.com
3aabde79-36dd-df3e-7ef1-644d0a2105aa,wing-venture-capital,Wing Venture Capital,organization,venture_capital,,http://wing.vc
8f2b464f-37c8-f1c3-e3aa-c2b849f84162,hardgamma-ventures,HardGamma Ventures,organization,venture_capital,,http://hardgamma.com
5df421e7-9d82-4e9b-8896-04a6d1f38f07,machina-ventures,Machina Ventures,organization,venture_capital,,https://machina.ventures
991c5661-ef6c-f282-dfa4-09226a0ec25a,great-hill-partners,Great Hill Partners,organization,private_equity_firm,,https://www.greathillpartners.com/
4eee5e60-3b06-6fe8-cc2c-29119a96051d,silicon-valley-bank,Silicon Valley Bank,organization,investment_bank,,https://www.svb.com
82eeb7e9-095a-a873-5d8a-e215049c7840,cv-catalyst-fund,CV Catalyst Fund,organization,venture_capital,,http://cvcatalyst.com
2b89dacc-fa1c-8ea7-6c85-841b43c6ed91,luma-launch,Luma Launch,organization,"accelerator,corporate_venture_capital,venture_capital",,https://www.luma.inc
06e52312-8490-4386-ad91-aca4106aab97,nimble-vc,Nimble Ventures,organization,"family_investment_office,venture_capital",,https://www.nimble.vc/
da8be995-311b-8a80-1aa6-1815f9385104,silicon-valley-data-capital,Silicon Valley Data Capital,organization,venture_capital,,http://www.svdcapital.com/
d53f379c-7f9c-4b4e-af5b-f09b2d64f88e,tuesday-capital,Tuesday Capital,organization,"micro_vc,venture_capital",,https://www.tuesday.vc/
de5b25c7-7f94-4da3-9edd-d1bf2133dfcf,venture-builders-dfcf,Venture Builders,organization,"private_equity_firm,venture_capital",,https://venturebuilders.com.au/
b7ae2315-9fac-d048-58b7-a3e8bb649166,streetedge-capital,StreetEdge Capital,organization,venture_capital,,http://www.streetedgecap.com
81a1ceaa-081f-fe4f-fbb4-ca4cbc8293a8,audi,Audi,organization,"corporate_venture_capital,entrepreneurship_program,hedge_fund,investment_bank,venture_capital",,http://audiusa.com
c44c91b2-03a5-44a9-b764-83337b94f7f4,khalid-alhadlaq,Khalid AlHadlaq,person,angel_investor,,
abf77062-82b2-324d-3a66-696508a795a5,ruvento,Ruvento,organization,venture_capital,,http://ruvento.com
5ab62809-7d17-e291-d71e-5871cc832e93,steven-mcclurg,Steven McClurg,person,angel_investor,,
9a86106b-5e5b-d9b2-86b6-368c28360a5b,bill-tai,Bill Tai,person,angel_investor,,
b0bebd6b-08a7-3b98-5572-d39bbb1f02e1,frogventures,frogVentures,organization,venture_capital,,https://www.frogdesign.com/services/ventures
a2756b89-22dc-1b2c-1e7a-9747b9cf18f1,james-lindenbaum,James Lindenbaum,person,angel_investor,,
c0a39787-b6eb-273f-d44d-3d2e0e8feffe,lars-rasmussen,Lars Rasmussen,person,angel_investor,,
094f24f5-2362-6ea5-3d99-8d7afc4ad15d,frank-jarolimek-proner,Frank Jarolimek-Proner,person,angel_investor,,
fdd6a4c6-b3f8-6805-4678-60fd52f52993,it-farm,IT-Farm,organization,venture_capital,,https://www.it-farm.com
95489f22-86a1-65b2-e005-e6abeeaaf204,anthem-venture-partners,Anthem Venture Partners,organization,venture_capital,,http://www.anthemvp.com
3a9f87c3-a0a1-fc41-fec3-9652256667a6,christian-dahlen,Christian Dahlen,person,angel_investor,,
1fb22ee5-dfde-b3be-2ae3-4063dbce2d01,daniel-graf,Daniel Graf,person,angel_investor,,
600ead14-02b8-e589-3f82-0b7e75dc0b1a,frank-niehage,Frank Niehage,person,angel_investor,,
1d52a357-b081-49bd-b6e3-6e28747e285e,kasa-brandt,Kasa Brandt,organization,family_investment_office,,
c3524fc6-04ff-4212-a59a-d47b2ce36d7b,meerkat-office,Meerkat Office,organization,family_investment_office,,http://www.meerkat-office.com
22300a6c-6682-4391-83c0-6942c011e10a,multiversum-e10a,Multiversum,organization,,,https://www.multiversum.consulting
18a0fd39-87a3-d731-1484-3bca0581af59,ran-makavy,Ran Makavy,person,angel_investor,,
bfd0abe8-a4a4-444e-abe8-a92620cf38ad,vco-ventures,VCO Ventures,organization,venture_capital,,http://www.vco-ventures.de
5c3b5d53-26ca-8997-9fe8-151d3bfeac31,nashville-entrepreneur-center,Nashville Entrepreneur Center,organization,"accelerator,co_working_space,entrepreneurship_program",,http://www.ec.co
3a3a0711-530d-2baa-e053-60480abede72,alexander-el-gammal,Alexander El Gammal,person,angel_investor,,
b0b45952-0bcf-7877-692a-a05a2e96125f,klaus-peter-stegen,Klaus-Peter Stegen,person,angel_investor,,
aa97cada-cb0f-a667-8210-8b231e480c6f,metatronglobal,Metatron Global,organization,"micro_vc,venture_capital",,http://www.metatron.com
95163811-0c2c-bb59-1086-f847eb8b9991,wilson-sonsini-goodrich-rosati,Wilson Sonsini Goodrich & Rosati,organization,,,http://www.wsgr.com
dd0c73b8-f01e-110f-ab83-ceaed65e8714,claas-nieraad,Claas Nieraad,person,angel_investor,,
ebec7cf3-fa84-9474-254d-0ffa2c614ae7,jörg-haberkorn,Jörg Haberkorn,person,angel_investor,,
2321af48-6a73-3bf4-7af7-1a7d6e876a15,angus-marshall-andrew,Angus Marshall-Andrew,person,angel_investor,,
b1f7b7a8-5024-b292-1320-eb94e88e48e4,claus-wattendrup,Claus Wattendrup,person,angel_investor,,
9abc0c71-1ead-dec8-f75c-585b7d1bfbaf,h2-investment-properties,H2 Investment Properties,organization,micro_vc,,
e955f4d4-28c3-afbc-cdb0-a6a1fe37e588,svea-fina,Svea Fina,person,angel_investor,,
83bafc3a-1ce0-c0e9-c327-7cc33aef4183,timo-kieseler,Timo Kieseler,person,angel_investor,,
b6cc5e37-3f2d-8b4b-9bb0-143d1c478702,vmr-capital,VWR Capital,organization,venture_capital,,http://www.vwrcapital.com
b34bf100-f447-4598-a66f-7019dec43d0d,business-angels-3d0d,Business Angels,organization,venture_capital,,
c1cba9b7-fe38-136a-0c77-fedf258f2813,fonds-regional-de-co-investissement,Fonds Régional de Co-investissement,organization,government_office,,http://frci-idf.com/
fb57eaca-f2b0-224e-2bc9-16afdf8843f0,karista,Karista,organization,venture_capital,,https://www.karista.vc/
5db50de0-f11d-a446-1656-f52bb3b2b833,connecticut-innovations,Connecticut Innovations,organization,"government_office,venture_capital,venture_debt",,http://www.ctinnovations.com
573c4f36-3a9e-424d-98e9-317bf2299d2c,ramaswamy-nagappan,Ramaswamy Nagappan,person,angel_investor,,
183692b0-b175-b125-89ce-2badd9f56b55,masschallenge,MassChallenge,organization,accelerator,,https://masschallenge.org
902a18e7-1af3-4fc2-8267-499691fb5df7,gbeta,gbeta,organization,accelerator,,https://www.gener8tor.com/gbeta
891312db-863d-468d-932b-40a7d48a8558,onramp-insurance-accelerator,OnRamp Insurance Accelerator,organization,accelerator,,https://www.gener8tor.com/investment-accelerators/onramp-insurance
fb4b841f-68e9-1b1e-d039-94e089806d20,mola-com,Mola,organization,incubator,,https://www.mola.com
ac41030f-c20d-0060-3f0a-37f0eee13779,wayra,Wayra,organization,corporate_venture_capital,,https://www.wayra.com
731966e0-17e3-bf86-a9dd-0905856f6fbb,101-startups,101 Startups,organization,venture_capital,,http://www.101startups.com/
df654a70-94c3-07d4-2bd7-16a5046a66a9,lanzame-capital,Lánzame Capital SL,organization,venture_debt,,http://www.lanzame.es/
bf0b2ace-1dfa-f54c-3554-440f50efc756,sixthirty,SixThirty,organization,"accelerator,venture_capital",,http://www.sixthirty.co/
b4386e5f-53a6-fc77-ebd4-b6e0bef0aaef,er-accelerator,(ERA) Entrepreneurs Roundtable Accelerator,organization,"accelerator,venture_capital",,http://eranyc.com
3e2074aa-1c0d-e7c5-513b-9934bf0e0361,ff-venture-capital,ff Venture Capital,organization,"micro_vc,venture_capital",,http://www.ffvc.com
6cb3e697-b5c5-2577-ccc0-325211ad816a,las-olas-vc-a-k-a-lovc,Las Olas Venture Capital,organization,"micro_vc,venture_capital",,http://lasolasvc.com
ff3f6e60-361f-e4c6-be45-b90a067960a8,ocean-azul-partners,Ocean Azul Partners,organization,"micro_vc,venture_capital",,https://oceanazulpartners.com
66df87d4-6798-444e-836c-b952587f7f2b,tensility-venture-partners,Tensility Venture Partners,organization,venture_capital,,http://www.tensilityvc.com/
d9cd822b-925d-e4bf-c99c-81f89e8a8d6b,vengadasaranya-iyer-subramaniya-iyer,Sharanyan Sharma,person,angel_investor,,
d2dbff57-1b48-4251-b3e5-b0453234841c,lytical-ventures,Lytical Ventures,organization,venture_capital,,http://www.lyticalventures.com/
742de283-aebc-9611-7ed1-10deac141a0c,m12,M12 - Microsoft's Venture Fund,organization,"corporate_venture_capital,venture_capital",,https://m12.vc
baa059b8-f32f-4336-a8b8-2dafbfecc96e,ridgeline-partners,Ridgeline,organization,venture_capital,,https://www.ridgeline.vc
af1cb234-2108-fc02-272a-5ade65278655,thomson-reuters,Thomson Reuters,organization,,,http://thomsonreuters.com
d587aeaa-5a11-c15a-02dd-46f5c4f05cb0,touchdown-ventures,Cerity Partners Ventures,organization,corporate_venture_capital,,http://www.touchdownvc.com
783b3219-86bd-4ef1-83d8-88bc130e24f2,google-assistant-investments,Google Assistant Investments,organization,corporate_venture_capital,,https://developers.google.com/actions/assistant-investments
65453fa9-443d-582c-4e49-6dd46023f835,aafmanagement,AAF Management Ltd.,organization,venture_capital,,http://www.aaf.vc
6acfa7da-1dbd-936e-d985-cf07a1b27711,google,Google,organization,,,https://www.google.com
fd80725f-53fc-7009-9878-aeecf1e9ffbb,microsoft,Microsoft,organization,,,https://www.microsoft.com
1787528e-7bd3-a500-ba86-ac55205e7e21,crvvc,CRV,organization,venture_capital,,http://www.crv.com
b41089ca-8424-ce26-4a77-d0d66606efc8,point72-ventures,Point72 Ventures,organization,venture_capital,,https://p72.vc
5acd6afb-0e2c-455e-9b45-ee704e8bf5aa,smok-ventures,SMOK Ventures,organization,venture_capital,,http://smok.vc/
93c87ab7-7cee-5c54-9941-104693dbbdba,plug-and-play-ventures,Plug and Play,organization,"accelerator,co_working_space,university_program,venture_capital",,https://www.plugandplaytechcenter.com
1136a450-8a97-40f4-d9c8-e8ffeb529de3,allen-and-company,Allen & Company,organization,"family_investment_office,investment_bank,venture_capital",,https://alleninvestments.com
dcfb1ae3-35b1-0bf2-0b3d-595031ab4507,data-collective,DCVC,organization,venture_capital,,https://www.dcvc.com/
15bbf79e-c017-5760-eda6-368e7f77b91e,fuel-capital,Fuel Capital,organization,venture_capital,,http://fuelcapital.com
60b5dade-24ed-84b0-99e2-1ecda554a1ab,index-ventures,Index Ventures,organization,venture_capital,,http://www.indexventures.com
0ab68c8b-e334-eccf-298f-9951976549d8,ruchi-sanghvi,Ruchi Sanghvi,person,angel_investor,,
8ea4648c-0b42-09a0-bfdd-2712317161b5,vertex-ventures,Vertex Ventures,organization,venture_capital,,http://www.vertexventures.com
4481129e-a836-a922-dad4-e897ef85c126,vertex-ventures-us,Vertex Ventures US,organization,venture_capital,,https://vvus.com/
7de64040-14b2-70c3-775c-221d675b0af4,ame-cloud-ventures,AME Cloud Ventures,organization,venture_capital,,http://www.amecloudventures.com
1570f57c-605d-b5ed-6629-0202454327a7,harris-barton,Harris Barton,person,angel_investor,,
f55414ea-0842-1da4-c423-ff5bfa1e1efe,mike-olson-2,Mike Olson,person,angel_investor,,
902deab4-ec41-68ce-d9df-c0c959578176,sv-angel,SV Angel,organization,venture_capital,,http://www.svangel.com
beadb218-e5fa-2686-bc95-4dfaa9acc2e8,bessemer-venture-partners,Bessemer Venture Partners,organization,venture_capital,,http://www.bvp.com
8865b8a4-9dcb-3eea-df73-37a0103694cc,valuestream-labs,ValueStream Ventures,organization,venture_capital,,http://valuestreamventures.com
cba1aee3-f2a9-06f8-6558-9210a4186715,tahoma-ventures,Tahoma Ventures,organization,micro_vc,,http://www.tahomaventures.com
72661cf1-7750-96d9-2e64-3f720f52a855,ammar-kubba,Ammar Kubba,person,angel_investor,,
6e19f729-a7e4-b71b-cf53-a5da38e68fcd,braden-pollock,Braden Pollock,person,angel_investor,,
3c274be2-1a66-3083-c38c-6873e245ec29,corsa-ventures,Corsa Ventures,organization,micro_vc,,http://www.corsaventures.com
db313d4e-f28c-dccd-91d5-2c13cf683a23,dario-meli,Dario Meli,person,angel_investor,,
84bc83a3-dc49-a026-9f33-d6ba408f6d41,dave-panos,Dave Panos,person,angel_investor,,
dc76dff8-19d2-8145-e117-adb2b9f915b7,elementumventures,Elementum Ventures,organization,"micro_vc,venture_capital",,http://www.elementum.vc
9be53896-7065-15c6-89e6-7720de2b3eef,geekdom-fund-l-p,Geekdom Fund,organization,venture_capital,,http://geekdomfund.com/
9cf95fdd-9a48-d867-07d4-7207deac4458,iain-taylor,Iain Taylor,person,angel_investor,,
ebae6782-7040-b515-9c89-36fb0a31e113,mark-cuban,Mark Cuban,person,angel_investor,,
3bfb69a8-61b6-ec30-1512-73bd1ca35bc5,right-side-capital-management,Right Side Capital Management,organization,"micro_vc,venture_capital",,http://rightsidecapital.com
1aa553b4-7a61-9a54-00d0-5eb1e39443c7,donna-harris,Donna Harris,person,angel_investor,,
d1ae8c46-35c0-4cfc-9720-01874226ed9c,ground-squirrel-ventures,Ground Squirrel Ventures,organization,micro_vc,,http://www.groundsquirrelventures.com
71e2062b-9c37-4c4e-9a7f-421aa1cf067e,sprint-vc,Sprint Vc,organization,"angel_group,venture_capital",,https://sprintvc.com
2f78b4e5-c524-3d4d-d904-a75b8f76fdc0,19york,19York,organization,private_equity_firm,,https://www.19york.com
4a7e752e-a383-4adf-a3e8-8f201dd8c406,aidenlair-capital,Aidenlair Capital,organization,venture_capital,,
900bd3ef-f141-4777-a298-e461a241a9a0,duro-ventures,Duro Ventures,organization,venture_capital,,https://www.duro.vc
9b8640e9-daa4-68cd-7573-98a00f393f2c,gelt-vc,Gelt VC,organization,venture_capital,,http://www.gelt.vc
42ebe976-bee4-4173-8dbe-0538c33265d1,heron-rock-fund,Heron Rock Fund,organization,"family_investment_office,venture_capital",,https://www.heronrock.com/
31f50f88-3ca2-4ce3-9988-701d76021d36,maple-vc,Maple VC,organization,"micro_vc,venture_capital",,http://maplevc.com
33ab5dbf-46bb-c25d-4dfa-21262073a6c8,red-dog-capital,Red Dog Capital,organization,"micro_vc,venture_capital",,http://www.reddogcap.com
